1 2 3 4;1 4
691 775 1615;775 1615
385 792 795;385 792
159 162 164 322 1576;1576
110 112;112
885 934 1451;885 1451
65 249 1250;65 249
67 1616;67
979 1230 1617;979
20 615 859;615
190 191 220 364 425 611 687 788;190 191 220
328 1182 1216;328
73 129 587 1225;73 129
1618 1619;1619
876 1190 1620;1190 1620
957 1283 1621 1622 1623;1621 1622
177 467;467
484 1023;484
956 1531;1531
588 666 1532 1624;666 1532
580 625 808;625 808
190 266 287 504;190 266 287
354 397 742 1625;354 742 1625
20 190 265 669;669
1000 1626;1000
1037 1482 1627 1628;1627
121 232 272 273 480 516 687;232 272 273 516
9 517;517
9 489 517 858 1565;9 517
222 265 287 429 504;429
330 955;330
356 742 917 1198;356 742 1198
46 178 817 1629;178
306 328 719;328
7 1630 1631;1631
385 722;385
353 1569;353
674 1227;1227
2 3 1632 1633;2 3
218 357 358 867 922 993;218 357 358 867 922
120 546;546
139 140 253 391 766;139 140 253 766
326 328;328
149 1634;149
213 232 257 313 1237;213 257 1237
3 151 693 735 1277;3 151 735 1277
334 462 1097;462 1097
62 251 1250 1610;62
12 173;173
325 326 446 738;325
2 3 603 765;3 765
409 1635;1635
1205 1214 1334;1214 1334
151 166 180 191 364 411 675 876 978 1350;151 191 978
46 594 633;46 594
368 533 891 892 1390 1636 1637 1638 1639;368 533 1390 1637 1639
96 1138;96
492 641 1640;1640
674 1641;674
214 469 807;469 807
259 642;642
182 604 765 1632 1642;182 765 1632 1642
178 179;179
180 225 500 765 1143 1643;225 500 765 1143 1643
489 561 833 857;489 561 833
1644 1645 1646;1646
1647 1648;1647
195 304 325 326 489 535 615 911 1004 1565;326
12 13;12
809 810;810
1479 1481 1482;1481
509 947 1649;947 1649
636 983;983
20 139 526 903 1650;20 139 903
52 532;532
636 712 722 983;983
333 1651 1652;333
124 637 781 1653;124 637
721 801;721
77 144 145;77
598 1144 1449 1654;1144 1654
1102 1655;1655
1 458 704 1656;704 1656
32 213 220 411 500 830 1088 1657 1658 1659;32 411 500 1658 1659
102 500 501 933 1388 1516 1660;102 501 1516
192 247 271 470 612 687 717 1364 1661 1662;247 271 717 1661
489 561 833 857 908;489 833 857 908
36 496 1419;496
545 1000;1000
1235 1236;1235
1663 1664;1663
264 1665;1665
162 322 374 1666;162 322
177 232 780 1230 1320 1617 1667;1617
178 985 1668;178 985
72 226;72
253 891 1669 1670;891 1670
491 729 924;491
241 246 1300 1555;241 246
173 401 1405;401 1405
321 326 812 831 832 1671;321 812 831
20 142 383 455;20 383
581 1404;1404
606 1672 1673;606
62 65 249 292 1250;62 65 292
76 352 557;557
73 587 1571 1674;73
846 1675 1676;1675 1676
3 430 500 501 608 622 1163;3 500 1163
460 546 732 1389;460 732
124 1653;1653
1677 1678;1678
1679 1680;1679
62 1681;1681
532 1034 1394 1682 1683 1684 1685;1394 1684
24 733 1686;24 733
177 315 450 825 1126 1190 1230 1687;450 1126 1190
163 1021;163
63 753 755 776;63 776
46 47 178;46
269 270 344 345 1579 1688;344 345 1579 1688
545 800;545
1689 1690;1689
1691 1692;1692
526 527 956 1108 1109 1284 1565 1693;526 1108
232 257 455 770 1694;232 257 1694
20 786;20
73 74 127 129 130;129
2 3 181 371 604 643 644 1264 1695;2 3
173 174 1138;174 1138
124 126;126
177 678 679 979 980 1046 1624;679
848 1696 1697 1698;848 1697 1698
170 247 761 966;170 247 761
475 573 1159 1305;475
52 532;52
372 643 644 888 1695;643 644
156 1699;156
66 249 1700;1700
126 1573 1701;1573 1701
536 751;536
103 254 1386;254 1386
17 79 868 1262 1497;17 79 1262
325 326;326
225 500 501 502 933;225 500 501 502
20 21 22 391 494;20 21 22
180 232 621 1448;621 1448
164 322 1701;164 1701
2 3 181 765;2 765
329 331;329
1175 1176 1203 1224;1175
2 544;544
63 66 67 249 250 292 1681;63 250 292 1681
219 1410 1702;1410 1702
616 1356;1356
571 572 750 752 982 1292 1558;571 750 752 1292 1558
125 164 322 1570 1573;125 1573
1315 1316 1703;1316
20 140 248;248
1385 1463;1463
353 781;781
564 701 1137 1704 1705;701 1705
262 610 1706;262
354 399 917 1625;354 1625
460 1000;460
62 244 876 1197 1707;62 1707
320 440 1191 1708;320 440 1191
28 255;28
32 109 111 356 624 830 931 993 1583 1709;931 1583
1262 1710;1262
47 178 823;823
21 494 1241;494 1241
253 1463;1463
68 359 554 918 1461;554 918 1461
132 537 665 765;537 665 765
807 838 983 1711 1712;838 1712
320 321 593 812 934 1190;320 321 812 934
110 112 931;112
12 95 96 173 421 488 1713;95 96 173 1713
132 225 453 454 502 611;225 453 454 502
301 302 325 792;325 792
12 94;12
179 1186;179
248 625 626 683 808;626 683 808
181 603 758 1016 1511;1016
352 557;557
80 248 625 686 808;248 686 808
616 1356;616
62 64 65 250 252;62 64
13 96 173 174 324 1714 1715;13 96 1715
72 73 124 126 226 407 916 1570 1701;126 407 916
727 1600;727
20 21 22 140 526;140
607 666 728 1161 1716;607
306 945;945
134 278 374 410 525 1717;374
818 876 1004 1542;818 1004 1542
785 1552;785
14 33 34 247 993 1718;33 34
1437 1438 1719;1437
447 1720 1721;1720 1721
97 98 383 455;97 455
320 814 831 885;320 831 885
70 1483 1484 1722;1484 1722
223 383 426 536 638 751;223 638
368 1637 1638 1723;368
12 95 311;95 311
23 248 628 890 911 1724;248 1724
20 21 330 494 1471;20 494 1471
248 625 626 890;625 890
422 768 1725;422 768
95 96 173;96 173
326 328;328
625 683 686;625 683
669 1726;669
212 439 813 826 929 934 1146 1727 1728 1729;439 813 826 934
1006 1507;1507
352 556 557;352
635 750;635
29 1730;1730
20 22 140;22 140
945 946 1166 1731;946
916 1035 1732 1733;916 1035 1733
124 374 637;374 637
356 397 740 867 922 1198 1734;356 397 867 922 1198
1476 1726;1476
1475 1735;1475
67 248 683 686 1237;248 683 686
385 1317;385
1377 1736 1737 1738;1737 1738
17 79 110 111 216 774 868 1313 1555 1739;79 110 868 1313
1740 1741;1740
1178 1566;1178
1403 1691 1742;1742
326 683 773 1743;326 683 773
326 446 1182;326
20 140;140
328 1182 1216;1182
9 596 769;596
352 556;556
567 835 836 903;567 836 903
1076 1389;1076
1258 1339;1339
1744 1745;1744
537 664 665;537 664
1489 1746;1746
178 825 1747 1748;178 825 1748
375 488 1317;1317
247 271 273;247 271
177 465 467 650 980 981;177 465 467 981
800 801 1749;800
125 217;125
901 1113 1480 1494 1575 1750 1751;901
87 90 519 538 1383 1384;87 90 519 538 1384
1249 1600 1752;1249
12 13 95 96 173 311;12 13 95 96 173
171 1753 1754 1755;171 1753 1755
20 23 139 225 391 494 1650 1756;20 23 225 391
75 129 226 1211;1211
68 69 71 359;68 71 359
330 1233;330
368 1637 1638;368
1512 1757;1512
812 1037;1037
75 1497;75
23 596 1310 1600;23
270 699 1240 1342;699 1240 1342
636 712 983;983
135 410 427 788 1237 1758 1759 1760;410 1237 1758 1760
251 653 654 1320 1761;653 1320
81 467 650 981 1230;467
1110 1762;1762
1417 1763;1763
225 1764 1765;1764 1765
138 247 268 672 788 1527 1766 1767;247 672 1527 1766 1767
2 297 603 604 765 766 1422 1528 1768 1769;604 766 1422 1769
172 174 1138 1770;172 174 1138
262 1519 1520 1614;262 1519 1614
58 399;399
190 265 266 267 429 697 994 1771;190 267 697 1771
20 22;22
72 73 210 226 461;210 226 461
899 1046 1482 1543;1046 1482 1543
923 1772;1772
465 467 980 981 1046 1229;467 980 981
405 831 912;405 912
581 1224 1537 1773;581 1537
1647 1774;1647
2 224 225 500 501 697 933 1051;2 225 501 697 933
321 812 934;321 812
215 411 489;215 489
31 813 934 986 1135 1271 1775 1776;813 934 1271
50 225 429 1343 1777;225 429 1777
112 1100 1349 1350 1351;112 1100 1350 1351
17 110 112 1405;17 110
162 322 374 1570;374
669 670 1720 1721;669 1721
871 872;872
24 139;24
268 427 471 672;471 672
125 126;126
1182 1216 1778;1216
460 545 546;545
731 1779;1779
74 1489 1572;1489
239 244 960 1042 1495 1617;960 1495
970 1780;1780
539 828 829 830 960 1044 1102 1781 1782;539 960
598 707 1292 1449 1551 1558 1764 1765;1292 1558 1764
957 1531 1783 1784 1785 1786;957 1531 1783 1784 1786
64 65 249 1375;64 65 249
354 356 357 396 397 867 931 1787;356 357 397 931
20 23 140;20 23
258 1307;1307
23 139 493 1565 1788;493
15 1463;1463
68 69 71 359 554 1461 1789 1790;68 71 359
1047 1124;1047
132 146 453 454 537 664;132 453 537 664
75 129 130 226 1069 1088 1225;1069 1225
139 214 248 876 1491;139 214 248 1491
2 3 183 604 619 765 766;2 3 619 765
440 813 934 1189 1197 1288 1435;440 813 934 1197
24 460 476;460 476
130 1791;1791
506 1174 1758 1792 1793;506 1174 1792
81 250 465 467 650 652 981 1046;467
26 460;460
943 1257 1652;1652
177 467 678 979 980 981 1046 1229 1230;678 979 980 981 1229
622 673 1303 1425 1498;622 673 1303 1425
62 66 113 251 292 755 776 777 932 1638;62 66 251 292 776
217 415;415
225 500 501 502 611 933;225 501
586 1245 1246;1245
301 1306;1306
8 983;983
1794 1795 1796;1794 1795
332 1224 1243 1284 1797;1284 1797
136 273;273
1016 1017 1692 1798;1016 1692
453 524;524
139 303 308 526 660 686 1380 1559 1788;526 660 1380
242 244 467 980 981 1046 1230;242 980 981 1230
190 265 266 994 1799;994
72 226 407 963 1227 1791;226 963
1309 1800;1309
124 234 567 637 916 1183 1801 1802;124 567 637 916 1801
1524 1620 1728;1620
871 872 1803;872
1647 1804;1804
1025 1805;1025
1554 1806;1806
1807 1808;1807
62 918 1572;62 1572
124 637;637
81 82 84 467 651 1046 1230 1495;82 84
149 800 801;149 801
1177 1449;1449
125 925 926 1274 1809;925
1103 1391 1810;1103 1810
248 625 683 911 1004 1665 1811;625 683 1665 1811
1224 1603;1224
20 21 22 23 494;20 22 23
87 90 604 1384;87 90 1384
636 712 723;712 723
257 696;257
241 242 243 244 930 1042 1812;242 243 244 1042
384 1001 1772;1772
94 400 828 829 830 1044 1813;829 830
354 397 741 742 867 917 1198 1584 1594 1789;397 742 867 917 1198
338 386 960 1678;338
177 467 980 981 1046 1229;467 980 981 1046 1229
72 125 126 162 164 374 781 1575;126 374 1575
12 82 83 84 292 311;82 83 84 292
269 270 346 977 1579 1814;346 1579 1814
295 660 1234 1815;660 1234
270 532;532
46 633 823 1816 1817;633 823
1392 1588;1392
216 217 401 416;216 217 416
180 621 1818;180 621
144 145 147 664;144 664
530 1028 1819 1820;530 1819
243 680 1821;243
1543 1822;1543
325 327;327
20 21 22 140 373 612;20 21 22 140
823 1823;823
647 1403;1403
939 1824;1824
996 1507 1825;996
330 612 1817;330
326 327 719 1216;326
122 828 830;122 830
39 1826 1827;39
559 1738 1828 1829 1830;1738 1828 1830
354 564 1636 1704 1831 1832;1831
464 736 780;464 736
112 125 216 1020;125
1220 1833;1833
1411 1834;1411
1678 1835;1678
1674 1836;1836
892 1385 1463 1670;1463
998 1627 1628;1628
550 964 1837;550 964
17 110 111 1099;17 110 111
623 1838;623
640 1340;1340
302 1839;302
918 1059 1350;1059 1350
213 674 1372 1611;213 1372
12 13 95 173;12 13 95
491 729 1840 1841 1842;491 1841 1842
12 13 69 96 213 379 877 1843;12 13 1843
1321 1844;1844
259 669 1675 1721 1845;1675
57 58 89 364 399 435 922;57 58 89 399 435
124 126;124
425 453 524 537 664 933 1147 1537 1719;453 524 933 1537
216 403 517 690;403 517 690
248 913 1327;248 913
1846 1847 1848;1846 1848
265 287 429;287 429
448 638;448
62 64 292;62 64
320 885;320
1849 1850;1849
20 22 23 519;20 519
605 1287 1322;605 1322
34 251 252 271 978 1813;271 978 1813
218 357 396;218
73 74 127 587;127
846 1721;1721
198 597 1468;597 1468
179 824 825 1134 1187 1851;179 825 1187
95 96 173 174;96
179 440 634 831 1665;179 634
269 270 314 537 538 748;314 537 538 748
190 265 287 425 429 491 620 1852;190 429
64 66 249;64
73 127;127
62 64 66 249 250 252;64 66 250
316 633 801 823 825 1307 1391 1629 1817;633 1817
1782 1853 1854;1853 1854
39 945;39
253 1385;1385
32 339 559 686 1743 1855;559 1855
53 1856;53
984 986 1272 1775;986 1272 1775
896 1559 1620;1559
73 215 829 1044 1658;215 1044 1658
178 179 208 817 823;178 817
489 615 911 1108 1109 1564 1565 1857;1109
76 1063 1858;76
717 1374 1567 1859 1860;1374 1567 1860
1507 1587;1587
556 557;556
159 353 1554;159
192 1861;1861
374 781 1569 1653;374 1569 1653
122 663 748 991 1003 1862;122 748
9 517 596 1061 1305;9 517 1061
871 872 1387 1391 1516 1863;872
98 1476;1476
625 628 683 1380 1559;625 628 683 1559
248 911;248
164 374 781;164 781
410 517 625 1585 1758;1585 1758
1864 1865;1865
53 352 1866;53 1866
2 3 182 765;2
460 681;460
125 126 164 322 637;125 126
253 254 1084 1385;253 1385
856 1330 1560 1811;856 1330 1811
927 1279 1828;927 1828
611 1867;1867
338 1018 1082 1115 1678 1835;338
960 1697 1698;1697 1698
896 901 1868;901 1868
1167 1299 1869 1870 1871;1299 1869 1870 1871
192 687 688 716 717 1104 1453;688 716 1453
124 491 656 969 1295 1872;491 656
489 490 561 833;490 561 833
39 41 961 990 1115 1873 1874 1875 1876;1873
124 323 916 1573 1574;916
846 1876;1876
174 324;174
37 38 695 943 1374 1877 1878 1879 1880;37 38 1374 1879
20 21 22 220 382 383 621 1490 1492 1657;20 22 382 383
253 1385 1386;1386
20 21 1881;20 21
81 241 242 243 650 651 652;241 243 651
132 1882;132
640 1340 1883;640 1883
1060 1222 1243;1222
625 773 808 947;625 808
532 851;532
1227 1791;1791
1884 1885;1884
304 810;304
466 679 1617;679 1617
1886 1887;1886
531 536 571 572 1028 1888;531 536 571 1028
1022 1203 1258 1555;1203
20 22 140 352 502 611 763 1867;20 22
46 790 1685 1720;46
647 903 1012 1889 1890 1891 1892 1893;1012 1891 1892 1893
491 656 924 1779 1894;491 656 1894
12 13 173 174 324 1449;13
244 467 980 1313 1811 1895;467 1313 1895
1760 1896;1896
634 719;634
2 3 183 765;2 3
2 21 97 98 140 494 1241 1897;140 494 1241
190 268 286 426 1845 1898;268 1845 1898
732 733;733
454 524;524
2 295 426 815 1287;2 426 815 1287
717 1548 1873 1899;1548 1873 1899
17 111;17
1900 1901 1902;1901
248 363 683 808 890 1805 1903;248 683 890
190 429 1904;190 429
1222 1905;1905
107 453 616 1906;616
1052 1907 1908;1907 1908
176 330 1909;330
783 1421;783
78 732 733;732 733
376 377 710;710
2 87 90 151 1910 1911;87 90 151
834 1912 1913;834
303 326 738;738
51 1345 1575 1750 1914 1915;1575
170 660 672 715 876 1313 1343;170
368 558 1020 1639;558 1020 1639
996 997 1507 1916;997
92 314 791 1405 1814;92 314 1814
190 464 736 737;190 464 737
380 827;827
189 735;735
190 220 501 502 573 611 1267 1596;190 501 502 1596
321 831 1146 1451 1687;321 1146 1451
79 83 245;83 245
225 530 643 1561;225 1561
803 1232;1232
24 1917;24
330 666 1294 1918;666 1294 1918
851 1675 1676;1675 1676
539 577 960;577 960
132 454 537;132 537
39 521;521
12 96 173;12 96
127 130 1026;127
55 60 1919;55 60
453 454 524 664 665;453 454 665
402 639 1037 1574 1920;639 1037 1920
189 269 272 400 624 873 1350 1921 1922;272 400 1922
125 1020;1020
1 228 458;1
503 857 1109 1923;857
55 57 60 399 502;55 60 399
190 306;306
103 1093;103
22 248 580 808 905 1609;248 580 808 905
1235 1236;1236
753 916 1573;916
2 3 461 765;2 461 765
52 851;52
1247 1422;1422
509 510;510
1072 1924;1072
812 885 1126 1191 1557 1708 1925;885 1126 1191 1708 1925
658 945;945
253 254 1926;254
526 1565 1927;1565 1927
781 782;782
34 248 433 686 906 1347 1484;34 686 906
504 1928;504
13 475 675 1102 1657;13 475 1102
467 979 980 981 1046 1929;980 981
883 908;883
910 1517 1930;1930
925 926;926
332 943 1711 1807;943
108 110 931 1099 1101 1349 1484 1709;110 1099 1101 1349
223 265 268 425 426 429 504 602 1164 1267;429
666 728;666
124 125;124
1589 1639 1772;1639 1772
65 133 252 293 589 1318 1566;293 589
460 462 1097 1436 1931;1931
213 232 257 688;688
428 493 1060 1243;428 1060 1243
122 173 376 1932 1933 1934;122 376 1932 1933
813 885 934;813 934
352 1226;1226
248 553 686 1353;248 686
124 126;126
12 13 94 95 173 311;94 95 311
1191 1935;1191
959 1936;1936
110 753 1099;110 1099
1805 1937 1938;1805
303 308;308
3 167 286 382 470 536 1267 1939;3 286 536
20 140;140
165 347;347
647 1806;1806
524 665 1254;524 1254
25 826 832 905 1620;832 905 1620
669 670;669
20 22 23 139;20 23 139
2 181 183 256 599 765;2 183 765
112 354 358 397 867 922 1710 1940;397 867 922 1710 1940
20 22;20
876 1288 1708;876 1708
125 972 1941;972 1941
72 73 74 127 129 130 352;74
286 312 426 429 505 1476;1476
27 165 255 619 1013 1942;27 255 1013
12 94 311 324;12 94 311
485 1943;485
1690 1944 1945;1944
544 944 1076;944
493 705 834;705
242 465 1105 1495;242 1105
1231 1946;1946
666 728;666
12 1044 1138;12 1044
1000 1389;1000
1375 1784 1947 1948;1375 1784
1359 1817;1817
12 1855;1855
304 375 668 809;304
63 67 292 589 1610;63 67 292 589
1342 1343 1949;1342 1343
14 340 354 358 932 1593 1790 1903;340 1593 1790
121 303 325 327 748;121 325 748
224 500 502 611;224 500 502
216 1106;1106
21 320 808 812 813 826 831 934 1197;812 813 826 934 1197
75 76 1070 1858;1070
512 669 670 943 982 1437 1447 1712 1950 1951;669 982 1447
3 524 604 608 1952;3
325 328;325
20 22 139;20 139
190 191 266 504 1953;190 266 504 1953
175 176 544 733 1865;544
54 1298;54
2 183 765;2 183
46 823;823
24 460 544 1389;460 544 1389
258 282 529 530 759 1928 1954;530 759
243 434 1191 1262 1955;434
224 225 501 933 1205 1214 1457 1956;501 1205
1067 1957;1067
374 637;637
915 1958;1958
211 248 628 808 844 890;628 844
354 397 917 918 1198 1625;354 1198 1625
363 1164;363
177 242 980 981 1046 1230;242 980 981
484 870 1477 1959;484 870 1477
106 180 582 882 1022 1284 1657 1757;882 1022 1284 1657
526 527 1062 1064 1156 1538 1960;526 527 1064 1538 1960
72 226 545 963 1961;72 1961
962 1375 1619;1375
80 138 248 625 773 808 852 1665 1962;80 625 773 808 1665
125 126 1569;125
15 253 1385 1386;15 1385 1386
1963 1964;1963
460 681;681
2 182 285 454 765 1165 1739;454 765 1739
12 13 96 324 440 813 986 1138 1965;96 813 1965
218 354 356 357 358 397 867 922 931 1045;357 397 922
20 22 23 140 853 1588;20 23 853 1588
20 21 22 23 140;20 21 22 23
427 464 489 490 975 1048 1528 1966;427 1966
93 192 384 1922 1967;93 192 384 1967
434 1024 1761 1968;1761
584 585;585
20 373 494 585 1241 1969;20 373 494 1241
12 13 95 96 173;12 96 173
248 625 1380;625 1380
125 322;125
2 3 765 766;2 3 765
197 198 1470 1970;197
33 34 35 233 537 664 805 806 1971 1972;34 35 1971
124 668 1306;668
584 1973;584
732 733;732
1022 1405;1405
46 632 825 1074;1074
303 304 306 908;303 908
301 302 306 307 325 326 327 328 719;302 325
170 271 1366 1974;170 271 1366
47 633 860 1721;47 1721
152 153 1975;153
132 452 453 454 524 600 1287 1468 1976;132 453 454 600 1287
422 474 639 1304 1977 1978 1979;422 474
198 201 597;201 597
216 818;216
1362 1849;1362
320 440 885;320 885
320 812 1980;320 812
20 140 142 161 1883;20 161 1883
1619 1981;1981
10 109 110 112 239 769 1262;110 112 239 769 1262
471 622 660 1303 1605;471 660
176 948 1692;948
878 1737;1737
39 1683;1683
37 132;37
379 380 1982 1983;379 1982
422 768 1261;422
1676 1984;1984
21 494;494
1985 1986;1985
26 28;28
1000 1309 1657;1309
181 608 1165;608 1165
120 380;380
365 1043 1280 1792;1043 1280 1792
20 21 139 140 494 1241;21 139 140 494 1241
352 656 1809;656 1809
1221 1297 1320;1221 1320
755 1349;1349
872 945 1111 1987;945
1 1988;1
701 1009;1009
581 1416 1417;1417
265 454 1048;454 1048
20 195 471 535 780 1130 1658 1989;780 1658
561 833;561
325 326;326
402 1507;1507
1095 1449;1449
781 782;781
80 138 248 625 808 890 906 1665 1811;80 248 625 890 906
103 971 1385 1616;103
34 539;539
29 1067 1245 1957 1990;29 1067
81 650 652;81 652
325 326 328;325
237 389;237
669 718 1006 1019 1848;669
2 3;2
342 836 1991;1991
271 396 1384;396
75 1019 1992;75
861 1993 1994;861
647 1401 1995;1401 1995
524 563;563
472 673 1207;472 1207
306 822 1122 1216;822 1216
532 983 1856 1996;1856
53 723;53
191 265 266 429 504 611 619;191 265 266 429 619
1067 1990;1067
880 1997;880
248 625 683 685 686 808 890;248 625 683 686 808
722 1998;1998
1181 1533;1533
610 612 1662 1999;612
104 472 639 673 2000;472 639 673 2000
14 376 379;14 379
1003 2001;2001
5 1845 2002;5 2002
94 96 173 174 324 1138;94 96 1138
720 2003;2003
220 272 273 480 578 579;272 273 480 578 579
744 1395 1675 2004;744 1675 2004
217 416 1147 1204 1224 2005;217 416 1224 2005
562 705 834 995 1537;705 834 1537
313 425 1143;425 1143
758 759;759
1650 1857 1989 2006 2007 2008;2006 2007
746 1483;1483
132 453 454 524 531 2009;132 453 454 524
319 1295;1295
422 829 1572;422
937 938 2010;937
1475 1522 1735 2011;1735 2011
856 1560;856
1212 1213;1213
248 628 1559 2012;628 1559
99 1013 2013;99 1013
195 410 630 859 2014;195 630 859
726 743;743
584 1464 2015;584
